"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
13534,"Morera","01/02/2011 12:43","Medio (4 - 8 mts)",90,"Grande",-68.8513235421,-32.8642665912,6,"Residencial Norte",2694682.37982,0
13537,"Morera","01/02/2011 12:53","Alto (> 8 mts)",220,"Grande",-68.8513416803,-32.8640682272,6,"Residencial Norte",2694682.37982,0
13540,"Morera","28/01/2011 12:52","Alto (> 8 mts)",160,"Grande",-68.8511938807,-32.8643133469,6,"Residencial Norte",2694682.37982,0
13542,"Fresno europeo","28/01/2011 12:46","Muy bajo (1 - 2 mts)",5,"Chico",-68.8511820317,-32.8644682999,6,"Residencial Norte",2694682.37982,0
13545,"Fresno europeo","28/01/2011 12:40","Muy bajo (1 - 2 mts)",5,"Chico",-68.8511607497,-32.8646724184,6,"Residencial Norte",2694682.37982,0
13549,"Morera","28/01/2011 12:23","Medio (4 - 8 mts)",130,"Grande",-68.8508327732,-32.8646852115,6,"Residencial Norte",2694682.37982,0
13550,"Morera","28/01/2011 12:20","Alto (> 8 mts)",150,"Grande",-68.8507767706,-32.8646794875,6,"Residencial Norte",2694682.37982,0
13553,"Morera","28/01/2011 10:35","Alto (> 8 mts)",170,"Grande",-68.8505054032,-32.8646020361,6,"Residencial Norte",2694682.37982,0
13557,"Fresno europeo","28/01/2011 10:11","Medio (4 - 8 mts)",70,"Grande",-68.8505385161,-32.8642011495,6,"Residencial Norte",2694682.37982,0
13558,"Fresno europeo","28/01/2011 10:06","Muy bajo (1 - 2 mts)",6,"Chico",-68.8505510339,-32.8641080112,6,"Residencial Norte",2694682.37982,0
13559,"Fresno europeo","28/01/2011 09:59","Medio (4 - 8 mts)",180,"Grande",-68.8505614226,-32.8639440476,6,"Residencial Norte",2694682.37982,0
13561,"Morera","28/01/2011 09:53","Alto (> 8 mts)",200,"Grande",-68.8505678314,-32.8638316246,6,"Residencial Norte",2694682.37982,0
13562,"Morera","28/01/2011 09:50","Alto (> 8 mts)",180,"Grande",-68.8505718874,-32.8637779533,6,"Residencial Norte",2694682.37982,0
13564,"Morera","28/01/2011 09:27","Bajo (2 - 4 mts)",30,"Mediano",-68.8505901967,-32.8635524332,6,"Residencial Norte",2694682.37982,0
13565,"Fresno europeo","28/01/2011 09:25","Alto (> 8 mts)",120,"Grande",-68.850594438,-32.8635079766,6,"Residencial Norte",2694682.37982,0
13567,"Fresno europeo","28/01/2011 09:19","Alto (> 8 mts)",150,"Grande",-68.850602899,-32.8634135278,6,"Residencial Norte",2694682.37982,0
13571,"Morera","31/01/2011 12:08","Alto (> 8 mts)",180,"Grande",-68.8507801104,-32.8632867219,6,"Residencial Norte",2694682.37982,0
13572,"Paraiso","02/03/2011 13:21","Medio (4 - 8 mts)",38,"Mediano",-68.8504010948,-32.8660945533,6,"Residencial Norte",2694682.37982,0
13575,"Paraiso","01/03/2011 11:26","Alto (> 8 mts)",130,"Grande",-68.8512642298,-32.8652113919,6,"Residencial Norte",2694682.37982,0
13578,"Paraiso","01/03/2011 11:01","Alto (> 8 mts)",135,"Grande",-68.8512768799,-32.8650622638,6,"Residencial Norte",2694682.37982,0
13583,"Morera","28/02/2011 13:50","Alto (> 8 mts)",180,"Grande",-68.8518308054,-32.8648955692,6,"Residencial Norte",2694682.37982,0
13584,"Morera","28/02/2011 13:06","Alto (> 8 mts)",180,"Grande",-68.8518908525,-32.8649518853,6,"Residencial Norte",2694682.37982,0
13585,"Liquidambar","28/02/2011 13:04","Bajo (2 - 4 mts)",25,"Mediano",-68.8518847144,-32.8650180706,6,"Residencial Norte",2694682.37982,0
13586,"Morera","28/02/2011 13:02","Alto (> 8 mts)",140,"Grande",-68.8518800494,-32.865068367,6,"Residencial Norte",2694682.37982,0
13587,"Prunas","28/02/2011 13:00","Medio (4 - 8 mts)",42,"Mediano",-68.8518769858,-32.8651014033,6,"Residencial Norte",2694682.37982,0
13588,"Morera","28/02/2011 12:58","Alto (> 8 mts)",145,"Grande",-68.8518699936,-32.8651768029,6,"Residencial Norte",2694682.37982,0
13590,"Morera","28/02/2011 12:54","Alto (> 8 mts)",73,"Grande",-68.851858347,-32.8652871431,6,"Residencial Norte",2694682.37982,0
13591,"Paraiso","01/03/2011 11:39","Alto (> 8 mts)",190,"Grande",-68.8512464723,-32.8654207291,6,"Residencial Norte",2694682.37982,0
13595,"Paraiso","01/03/2011 12:59","Alto (> 8 mts)",150,"Grande",-68.8512315453,-32.8655966943,6,"Residencial Norte",2694682.37982,0
13599,"Paraiso","01/03/2011 13:22","Alto (> 8 mts)",100,"Grande",-68.8512083633,-32.8658699624,6,"Residencial Norte",2694682.37982,0
13601,"Paraiso","01/03/2011 13:25","Alto (> 8 mts)",140,"Grande",-68.8511961914,-32.8660134527,6,"Residencial Norte",2694682.37982,1
13602,"Fresno europeo","01/03/2011 13:28","Alto (> 8 mts)",147,"Grande",-68.8511958861,-32.8660695486,6,"Residencial Norte",2694682.37982,0
13604,"Paraiso","01/03/2011 13:44","Medio (4 - 8 mts)",140,"Grande",-68.8511804782,-32.8662364737,6,"Residencial Norte",2694682.37982,0
13611,"Morera","28/02/2011 11:38","Alto (> 8 mts)",130,"Grande",-68.8517665514,-32.8662480304,6,"Residencial Norte",2694682.37982,0
13613,"Morera","28/02/2011 11:40","Alto (> 8 mts)",90,"Grande",-68.8517782614,-32.866165917,6,"Residencial Norte",2694682.37982,0
13615,"Morera","28/02/2011 11:54","Alto (> 8 mts)",128,"Grande",-68.8517856584,-32.8660861591,6,"Residencial Norte",2694682.37982,0
13617,"Morera","28/02/2011 11:58","Alto (> 8 mts)",170,"Grande",-68.8517953053,-32.8659821348,6,"Residencial Norte",2694682.37982,0
13621,"Tilo","28/02/2011 12:20","Medio (4 - 8 mts)",50,"Mediano",-68.8518146295,-32.8657737723,6,"Residencial Norte",2694682.37982,0
13622,"Fresno europeo","28/02/2011 12:23","Alto (> 8 mts)",130,"Grande",-68.8518230252,-32.8656832457,6,"Residencial Norte",2694682.37982,0
13623,"Fresno europeo","28/02/2011 12:25","Alto (> 8 mts)",80,"Grande",-68.8518289663,-32.8656442995,6,"Residencial Norte",2694682.37982,0
13624,"Morera","28/02/2011 12:27","Medio (4 - 8 mts)",115,"Grande",-68.8518314165,-32.8655927688,6,"Residencial Norte",2694682.37982,0
13625,"Morera","28/02/2011 12:43","Alto (> 8 mts)",125,"Grande",-68.8518399938,-32.8655002776,6,"Residencial Norte",2694682.37982,0
13631,"Morera","25/02/2011 10:16","Alto (> 8 mts)",110,"Grande",-68.8519482814,-32.8660175145,6,"Residencial Norte",2694682.37982,0
13633,"Paraiso","25/02/2011 10:11","Medio (4 - 8 mts)",55,"Mediano",-68.8519427315,-32.8661335209,6,"Residencial Norte",2694682.37982,0
13635,"Paraiso sombrilla","25/02/2011 09:36","Alto (> 8 mts)",86,"Grande",-68.8519275613,-32.8662520903,6,"Residencial Norte",2694682.37982,0
13636,"Jacarand","25/02/2011 09:33","Alto (> 8 mts)",94,"Grande",-68.8519175339,-32.8663530069,6,"Residencial Norte",2694682.37982,1
13637,"Paraiso","25/02/2011 09:32","Alto (> 8 mts)",185,"Grande",-68.8519775566,-32.8664027875,6,"Residencial Norte",2694682.37982,0
13638,"Morera","25/02/2011 09:22","Alto (> 8 mts)",170,"Grande",-68.8520198547,-32.8664069772,6,"Residencial Norte",2694682.37982,0
13639,"Morera","25/02/2011 09:20","Alto (> 8 mts)",210,"Grande",-68.8520598818,-32.8664089704,6,"Residencial Norte",2694682.37982,0
13640,"Morera","25/02/2011 09:12","Alto (> 8 mts)",200,"Grande",-68.8521960255,-32.866417179,6,"Residencial Norte",2694682.37982,1
13641,"Paraiso","25/02/2011 09:07","Alto (> 8 mts)",186,"Grande",-68.8522947397,-32.866424611,6,"Residencial Norte",2694682.37982,0
13643,"Fresno europeo","25/02/2011 09:03","Alto (> 8 mts)",180,"Grande",-68.8524974629,-32.8664397408,6,"Residencial Norte",2694682.37982,0
13644,"Fresno europeo","23/02/2011 13:27","Alto (> 8 mts)",80,"Grande",-68.8526030701,-32.8663422947,6,"Residencial Norte",2694682.37982,0
13650,"Paraiso","23/02/2011 13:01","Alto (> 8 mts)",150,"Grande",-68.8526353919,-32.8659926455,6,"Residencial Norte",2694682.37982,0
13653,"Morera","25/02/2011 12:51","Alto (> 8 mts)",160,"Grande",-68.851993316,-32.8655782781,6,"Residencial Norte",2694682.37982,0
13654,"Morera","25/02/2011 12:53","Alto (> 8 mts)",85,"Grande",-68.852001734,-32.8655198988,6,"Residencial Norte",2694682.37982,0
13656,"Morera","25/02/2011 13:02","Medio (4 - 8 mts)",32,"Mediano",-68.8520039319,-32.8654638511,6,"Residencial Norte",2694682.37982,0
13658,"Morera","25/02/2011 13:25","Alto (> 8 mts)",180,"Grande",-68.8520129823,-32.8653733154,6,"Residencial Norte",2694682.37982,0
13659,"Olmo comun","25/02/2011 13:28","Medio (4 - 8 mts)",40,"Mediano",-68.8520216831,-32.8652906501,6,"Residencial Norte",2694682.37982,0
13660,"Morera","25/02/2011 13:36","Alto (> 8 mts)",140,"Grande",-68.8520304565,-32.8651944587,6,"Residencial Norte",2694682.37982,0
13662,"Morera","25/02/2011 13:38","Alto (> 8 mts)",180,"Grande",-68.8520427495,-32.8650543804,6,"Residencial Norte",2694682.37982,0
13664,"Paraiso","25/02/2011 13:46","Alto (> 8 mts)",170,"Grande",-68.8520492636,-32.8649914245,6,"Residencial Norte",2694682.37982,0
13665,"Morera","25/02/2011 13:56","Alto (> 8 mts)",160,"Grande",-68.8521219561,-32.8649226147,6,"Residencial Norte",2694682.37982,0
13666,"Morera","25/02/2011 13:59","Alto (> 8 mts)",115,"Grande",-68.8521615785,-32.864929224,6,"Residencial Norte",2694682.37982,0
13668,"Morera","28/02/2011 11:14","Alto (> 8 mts)",220,"Grande",-68.8523038774,-32.8649451249,6,"Residencial Norte",2694682.37982,0
13669,"Morera","28/02/2011 11:18","Alto (> 8 mts)",160,"Grande",-68.8524130153,-32.8649579396,6,"Residencial Norte",2694682.37982,0
13671,"Morera","28/02/2011 11:22","Alto (> 8 mts)",170,"Grande",-68.8525225226,-32.864970935,6,"Residencial Norte",2694682.37982,0
13672,"Morera","28/02/2011 11:24","Alto (> 8 mts)",120,"Grande",-68.8525722032,-32.8649762442,6,"Residencial Norte",2694682.37982,0
13674,"Morera","28/02/2011 11:32","Alto (> 8 mts)",110,"Grande",-68.8526756039,-32.8649876633,6,"Residencial Norte",2694682.37982,0
13675,"Morera","23/02/2011 11:35","Alto (> 8 mts)",97,"Grande",-68.8527246445,-32.8650330962,6,"Residencial Norte",2694682.37982,0
13676,"Paraiso","23/02/2011 11:41","Alto (> 8 mts)",240,"Grande",-68.8527178198,-32.8651084221,6,"Residencial Norte",2694682.37982,0
13677,"Fresno europeo","23/02/2011 11:44","Bajo (2 - 4 mts)",43,"Mediano",-68.8527126058,-32.8651524214,6,"Residencial Norte",2694682.37982,0
13678,"Olmo bola","23/02/2011 11:48","Bajo (2 - 4 mts)",90,"Grande",-68.8527107319,-32.8651885663,6,"Residencial Norte",2694682.37982,0
13679,"Morera","23/02/2011 11:50","Alto (> 8 mts)",190,"Grande",-68.8527085751,-32.8652238877,6,"Residencial Norte",2694682.37982,0
13682,"Morera","23/02/2011 12:08","Alto (> 8 mts)",160,"Grande",-68.8526959765,-32.8653412997,6,"Residencial Norte",2694682.37982,0
13683,"Morera","23/02/2011 12:10","Alto (> 8 mts)",150,"Grande",-68.8526927089,-32.8653815845,6,"Residencial Norte",2694682.37982,0
13684,"Morera","23/02/2011 12:14","Alto (> 8 mts)",185,"Grande",-68.8526892022,-32.8654262296,6,"Residencial Norte",2694682.37982,0
13688,"Paraiso","23/02/2011 12:23","Alto (> 8 mts)",190,"Grande",-68.8526629243,-32.8657033032,6,"Residencial Norte",2694682.37982,0
13689,"Morera","23/02/2011 12:24","Alto (> 8 mts)",110,"Grande",-68.8526570049,-32.8657383685,6,"Residencial Norte",2694682.37982,0
13690,"Fresno americano","18/02/2011 12:43","Alto (> 8 mts)",180,"Grande",-68.8532469386,-32.8650557365,6,"Residencial Norte",2694682.37982,0
13691,"Acacia SP","18/02/2011 12:35","Alto (> 8 mts)",155,"Grande",-68.8531277448,-32.8650419865,6,"Residencial Norte",2694682.37982,0
13693,"Morera","18/02/2011 12:29","Medio (4 - 8 mts)",55,"Mediano",-68.8530094167,-32.8650281508,6,"Residencial Norte",2694682.37982,0
13702,"Morera","18/02/2011 14:20","Alto (> 8 mts)",140,"Grande",-68.8530484224,-32.8655707205,6,"Residencial Norte",2694682.37982,0
13703,"Paraiso sombrilla","18/02/2011 14:19","Muy bajo (1 - 2 mts)",15,"Chico",-68.8531124806,-32.8655738281,6,"Residencial Norte",2694682.37982,0
13705,"Paraiso sombrilla","18/02/2011 14:15","Medio (4 - 8 mts)",57,"Mediano",-68.8533180113,-32.8655842205,6,"Residencial Norte",2694682.37982,0
13707,"Tilo","18/02/2011 14:13","Bajo (2 - 4 mts)",15,"Chico",-68.8535133267,-32.8655965519,6,"Residencial Norte",2694682.37982,0
13709,"Morera","31/01/2011 12:02","Medio (4 - 8 mts)",80,"Grande",-68.8509991644,-32.863298614,6,"Residencial Norte",2694682.37982,0
13712,"Fresno europeo","31/01/2011 11:47","Alto (> 8 mts)",160,"Grande",-68.851250704,-32.8633325159,6,"Residencial Norte",2694682.37982,0
13713,"Fresno europeo","31/01/2011 11:39","Medio (4 - 8 mts)",120,"Grande",-68.8512717306,-32.8634129721,6,"Residencial Norte",2694682.37982,0
13714,"Morera","31/01/2011 11:37","Medio (4 - 8 mts)",110,"Grande",-68.8512704501,-32.8634472585,6,"Residencial Norte",2694682.37982,0
13715,"Caducifolio","31/01/2011 11:32","Muy bajo (1 - 2 mts)",4,"Chico",-68.8512690749,-32.8634831723,6,"Residencial Norte",2694682.37982,0
13717,"Paraiso","28/01/2011 13:40","Alto (> 8 mts)",124,"Grande",-68.851253068,-32.8636259403,6,"Residencial Norte",2694682.37982,0
13718,"Morera","28/01/2011 13:34","Alto (> 8 mts)",200,"Grande",-68.8512506349,-32.8636920506,6,"Residencial Norte",2694682.37982,0
13720,"Fresno americano","28/01/2011 13:23","Bajo (2 - 4 mts)",54,"Mediano",-68.8512427555,-32.8637680912,6,"Residencial Norte",2694682.37982,0
13721,"Fresno europeo","28/01/2011 13:21","Muy bajo (1 - 2 mts)",6,"Chico",-68.8512315796,-32.863818837,6,"Residencial Norte",2694682.37982,0
13723,"Morera","28/01/2011 13:03","Muy bajo (1 - 2 mts)",20,"Chico",-68.8512060768,-32.8641347499,6,"Residencial Norte",2694682.37982,0
13724,"Morera","28/01/2011 13:00","Bajo (2 - 4 mts)",36,"Mediano",-68.8512064614,-32.8641853707,6,"Residencial Norte",2694682.37982,0
13726,"Fresno americano","28/01/2011 08:39","Bajo (2 - 4 mts)",90,"Grande",-68.8498000247,-32.8635522679,6,"Residencial Norte",2694682.37982,0
13728,"Acer","28/01/2011 08:45","Bajo (2 - 4 mts)",50,"Mediano",-68.849806105,-32.8634736249,6,"Residencial Norte",2694682.37982,0
13729,"Morera","28/01/2011 08:50","Medio (4 - 8 mts)",90,"Grande",-68.8498143612,-32.8634181264,6,"Residencial Norte",2694682.37982,0
13730,"Fresno americano","28/01/2011 08:53","Medio (4 - 8 mts)",100,"Grande",-68.8498166037,-32.8633801948,6,"Residencial Norte",2694682.37982,0
13731,"Fresno europeo","28/01/2011 08:56","Bajo (2 - 4 mts)",140,"Grande",-68.8498244192,-32.8633084499,6,"Residencial Norte",2694682.37982,0
13732,"Morera","28/01/2011 09:00","Alto (> 8 mts)",90,"Grande",-68.8498266033,-32.8632829625,6,"Residencial Norte",2694682.37982,0
13735,"Morera","28/01/2011 09:07","Alto (> 8 mts)",200,"Grande",-68.849832368,-32.8631481497,6,"Residencial Norte",2694682.37982,1
13736,"Acer","27/01/2011 09:25","Alto (> 8 mts)",100,"Grande",-68.8499046921,-32.8631561155,6,"Residencial Norte",2694682.37982,0
13737,"Olmo bola","27/01/2011 09:28","Medio (4 - 8 mts)",120,"Grande",-68.8499547971,-32.8631625317,6,"Residencial Norte",2694682.37982,0
13739,"Morera","27/01/2011 09:33","Alto (> 8 mts)",240,"Grande",-68.8500485815,-32.8631760307,6,"Residencial Norte",2694682.37982,0
13740,"Morera","27/01/2011 09:36","Alto (> 8 mts)",180,"Grande",-68.8500954518,-32.863184689,6,"Residencial Norte",2694682.37982,0
13744,"Conifera","27/01/2011 09:47","Medio (4 - 8 mts)",100,"Grande",-68.8502885896,-32.8632185094,6,"Residencial Norte",2694682.37982,0
13747,"Morera","27/01/2011 10:10","Alto (> 8 mts)",144,"Grande",-68.8504822284,-32.8634225097,6,"Residencial Norte",2694682.37982,0
13749,"Fresno europeo","27/01/2011 10:21","Medio (4 - 8 mts)",90,"Grande",-68.8504663114,-32.8635446812,6,"Residencial Norte",2694682.37982,0
13751,"Olmo bola","28/01/2011 08:28","Medio (4 - 8 mts)",110,"Grande",-68.8497897367,-32.8637824882,6,"Residencial Norte",2694682.37982,0
13752,"Fresno europeo","28/01/2011 08:25","Muy bajo (1 - 2 mts)",6,"Chico",-68.8497728834,-32.8638960058,6,"Residencial Norte",2694682.37982,0
13753,"Paraiso","28/01/2011 08:24","Medio (4 - 8 mts)",90,"Grande",-68.8497668365,-32.863967411,6,"Residencial Norte",2694682.37982,0
13754,"Fresno europeo","27/01/2011 13:39","Medio (4 - 8 mts)",100,"Grande",-68.8497535697,-32.8640904919,6,"Residencial Norte",2694682.37982,0
13755,"Fresno europeo","27/01/2011 13:35","Alto (> 8 mts)",120,"Grande",-68.849746337,-32.8641846238,6,"Residencial Norte",2694682.37982,0
13757,"Fresno europeo","27/01/2011 13:26","Alto (> 8 mts)",160,"Grande",-68.849736547,-32.8643139368,6,"Residencial Norte",2694682.37982,0
13760,"Morera","27/01/2011 13:14","Alto (> 8 mts)",120,"Grande",-68.8498079954,-32.8645966779,6,"Residencial Norte",2694682.37982,0
13762,"Morera","27/01/2011 13:08","Alto (> 8 mts)",120,"Grande",-68.8499316306,-32.8646110171,6,"Residencial Norte",2694682.37982,0
13765,"Paraiso","27/01/2011 12:53","Alto (> 8 mts)",60,"Mediano",-68.8501043691,-32.8646262861,6,"Residencial Norte",2694682.37982,0
13768,"Morera","27/01/2011 11:17","Medio (4 - 8 mts)",100,"Grande",-68.8503980478,-32.8644150567,6,"Residencial Norte",2694682.37982,0
13770,"Paraiso","27/01/2011 11:08","Bajo (2 - 4 mts)",40,"Mediano",-68.8504103158,-32.8642760461,6,"Residencial Norte",2694682.37982,0
13772,"Fresno europeo","27/01/2011 10:59","Medio (4 - 8 mts)",90,"Grande",-68.8504190899,-32.8641829782,6,"Residencial Norte",2694682.37982,0
13773,"Fresno europeo","27/01/2011 10:56","Bajo (2 - 4 mts)",16,"Chico",-68.8504231176,-32.8641582937,6,"Residencial Norte",2694682.37982,0
13774,"Morera","27/01/2011 10:46","Alto (> 8 mts)",160,"Grande",-68.8504301578,-32.8640587766,6,"Residencial Norte",2694682.37982,0
13775,"Fresno europeo","27/01/2011 10:43","Alto (> 8 mts)",100,"Grande",-68.8504320348,-32.8640226209,6,"Residencial Norte",2694682.37982,0
13776,"Fresno europeo","27/01/2011 10:40","Alto (> 8 mts)",120,"Grande",-68.850434792,-32.8639859531,6,"Residencial Norte",2694682.37982,0
13778,"Fresno europeo","27/01/2011 10:34","Muy bajo (1 - 2 mts)",6,"Chico",-68.8504398988,-32.8638835663,6,"Residencial Norte",2694682.37982,0
13779,"Fresno europeo","27/01/2011 10:33","Muy bajo (1 - 2 mts)",6,"Chico",-68.8504406971,-32.8638535408,6,"Residencial Norte",2694682.37982,0
13781,"Morera","27/01/2011 10:28","Medio (4 - 8 mts)",80,"Grande",-68.8496423286,-32.864021237,6,"Residencial Norte",2694682.37982,0
13782,"Morera","26/01/2011 11:53","Alto (> 8 mts)",130,"Grande",-68.849637474,-32.8641147856,6,"Residencial Norte",2694682.37982,0
13783,"Paraiso","26/01/2011 11:58","Alto (> 8 mts)",130,"Grande",-68.8496284033,-32.864206497,6,"Residencial Norte",2694682.37982,0
13784,"Morera","26/01/2011 12:00","Alto (> 8 mts)",160,"Grande",-68.849626173,-32.8642410175,6,"Residencial Norte",2694682.37982,0
13786,"Paraiso","26/01/2011 12:06","Alto (> 8 mts)",130,"Grande",-68.8496090334,-32.8643701602,6,"Residencial Norte",2694682.37982,1
13790,"Morera","26/01/2011 12:23","Medio (4 - 8 mts)",70,"Grande",-68.8494679219,-32.8645705068,6,"Residencial Norte",2694682.37982,0
13795,"Acer","26/01/2011 12:39","Medio (4 - 8 mts)",80,"Grande",-68.8491957322,-32.8644659205,6,"Residencial Norte",2694682.37982,0
13796,"Morera","26/01/2011 12:41","Alto (> 8 mts)",160,"Grande",-68.8491967044,-32.8644192058,6,"Residencial Norte",2694682.37982,0
13798,"Morera","26/01/2011 12:49","Alto (> 8 mts)",140,"Grande",-68.8492062754,-32.8643023747,6,"Residencial Norte",2694682.37982,0
13800,"Morera","26/01/2011 12:58","Alto (> 8 mts)",140,"Grande",-68.8492178464,-32.8641325237,6,"Residencial Norte",2694682.37982,0
13801,"Morera","26/01/2011 13:01","Alto (> 8 mts)",130,"Grande",-68.8492235162,-32.8640840869,6,"Residencial Norte",2694682.37982,0
13802,"Morera","26/01/2011 13:06","Alto (> 8 mts)",124,"Grande",-68.8492252777,-32.8640533412,6,"Residencial Norte",2694682.37982,0
13803,"Paraiso","26/01/2011 13:08","Alto (> 8 mts)",120,"Grande",-68.8492295463,-32.8639932033,6,"Residencial Norte",2694682.37982,0
13807,"Morera","26/01/2011 13:24","Alto (> 8 mts)",140,"Grande",-68.8492522737,-32.8637777679,6,"Residencial Norte",2694682.37982,0
13808,"Morera","26/01/2011 13:26","Medio (4 - 8 mts)",130,"Grande",-68.8492591405,-32.8637120642,6,"Residencial Norte",2694682.37982,0
13809,"Morera","27/01/2011 08:23","Alto (> 8 mts)",150,"Grande",-68.8492682707,-32.8635758759,6,"Residencial Norte",2694682.37982,0
13811,"Paraiso sombrilla","27/01/2011 09:11","Medio (4 - 8 mts)",84,"Grande",-68.8493069843,-32.863208983,6,"Residencial Norte",2694682.37982,0
13812,"Fresno europeo","27/01/2011 09:17","Bajo (2 - 4 mts)",18,"Chico",-68.8493152492,-32.863104233,6,"Residencial Norte",2694682.37982,0
13815,"Paraiso sombrilla","26/01/2011 09:17","Alto (> 8 mts)",170,"Grande",-68.8497394899,-32.8629704033,6,"Residencial Norte",2694682.37982,0
13816,"Fresno europeo","26/01/2011 09:22","Bajo (2 - 4 mts)",56,"Mediano",-68.8497328149,-32.8630006021,6,"Residencial Norte",2694682.37982,0
13819,"Fresno europeo","26/01/2011 09:24","Bajo (2 - 4 mts)",44,"Mediano",-68.8497137105,-32.8631977781,6,"Residencial Norte",2694682.37982,0
13821,"Morera","26/01/2011 09:48","Alto (> 8 mts)",170,"Grande",-68.849686281,-32.8635216098,6,"Residencial Norte",2694682.37982,0
13823,"Paraiso sombrilla","26/01/2011 10:01","Medio (4 - 8 mts)",70,"Grande",-68.8496591494,-32.8638162666,6,"Residencial Norte",2694682.37982,0
13825,"Morera","25/01/2011 10:16","Bajo (2 - 4 mts)",80,"Grande",-68.8491461064,-32.8635588688,6,"Residencial Norte",2694682.37982,0
13827,"Olmo bola","25/01/2011 10:08","Bajo (2 - 4 mts)",60,"Mediano",-68.8491552616,-32.8634427189,6,"Residencial Norte",2694682.37982,0
13828,"Paraiso sombrilla","25/01/2011 10:03","Muy bajo (1 - 2 mts)",6,"Chico",-68.8491557852,-32.8634073217,6,"Residencial Norte",2694682.37982,0
13829,"Paraiso sombrilla","25/01/2011 09:58","Muy bajo (1 - 2 mts)",6,"Chico",-68.8491620237,-32.8633643517,6,"Residencial Norte",2694682.37982,0
13830,"Morera","25/01/2011 09:53","Alto (> 8 mts)",130,"Grande",-68.849168959,-32.8632853327,6,"Residencial Norte",2694682.37982,0
13832,"Fresno europeo","25/01/2011 09:42","Muy bajo (1 - 2 mts)",5,"Chico",-68.849185219,-32.8631022748,6,"Residencial Norte",2694682.37982,0
13833,"Morera","25/01/2011 09:38","Alto (> 8 mts)",150,"Grande",-68.8491309194,-32.8630688349,6,"Residencial Norte",2694682.37982,0
13836,"Fresno europeo","25/01/2011 09:22","Medio (4 - 8 mts)",100,"Grande",-68.8489168547,-32.8630373959,6,"Residencial Norte",2694682.37982,0
13840,"Morera","26/01/2011 08:51","Alto (> 8 mts)",140,"Grande",-68.8487633338,-32.8631486537,6,"Residencial Norte",2694682.37982,0
13842,"Morera","26/01/2011 08:46","Medio (4 - 8 mts)",130,"Grande",-68.848757542,-32.8632342401,6,"Residencial Norte",2694682.37982,0
13844,"Morera","26/01/2011 08:36","Alto (> 8 mts)",140,"Grande",-68.8487470624,-32.8634310279,6,"Residencial Norte",2694682.37982,0
13845,"Morera","26/01/2011 08:33","Medio (4 - 8 mts)",120,"Grande",-68.848743078,-32.8634676779,6,"Residencial Norte",2694682.37982,0
13851,"Aguaribay","19/12/2011 07:59","Bajo (2 - 4 mts)",90,"Grande",-68.8760293937,-32.8689558994,8,"Aeroparque",2203364.73622,0
13852,"Aguaribay","19/12/2011 07:58","Medio (4 - 8 mts)",100,"Grande",-68.8759433026,-32.8689779246,8,"Aeroparque",2203364.73622,0
13854,"Aguaribay","19/12/2011 07:56","Bajo (2 - 4 mts)",55,"Mediano",-68.8752584027,-32.8685497498,8,"Aeroparque",2203364.73622,0
13859,"Aguaribay","19/12/2011 07:51","Bajo (2 - 4 mts)",40,"Mediano",-68.875114108,-32.8680449929,8,"Aeroparque",2203364.73622,0
13860,"Paraiso sombrilla","19/12/2011 07:50","Muy bajo (1 - 2 mts)",18,"Chico",-68.8750989465,-32.8679824416,8,"Aeroparque",2203364.73622,0
13861,"Aguaribay","16/12/2011 12:48","Bajo (2 - 4 mts)",70,"Grande",-68.8750779348,-32.8679103121,8,"Aeroparque",2203364.73622,0
13865,"Morera","16/12/2011 12:43","Bajo (2 - 4 mts)",45,"Mediano",-68.8759273561,-32.8677268906,8,"Aeroparque",2203364.73622,0
13866,"Morera","16/12/2011 12:42","Bajo (2 - 4 mts)",46,"Mediano",-68.8759343532,-32.8677516382,8,"Aeroparque",2203364.73622,0
13869,"Acer","16/12/2011 12:39","Bajo (2 - 4 mts)",44,"Mediano",-68.8759603268,-32.8678481219,8,"Aeroparque",2203364.73622,0
13870,"Perenne","16/12/2011 12:38","Muy bajo (1 - 2 mts)",8,"Chico",-68.8759795854,-32.8679090857,8,"Aeroparque",2203364.73622,0
13875,"Paraiso","16/12/2011 12:33","Bajo (2 - 4 mts)",76,"Grande",-68.8760540238,-32.8681789521,8,"Aeroparque",2203364.73622,0
13876,"Paraiso","16/12/2011 12:31","Bajo (2 - 4 mts)",36,"Mediano",-68.8760641378,-32.8682182066,8,"Aeroparque",2203364.73622,0
13877,"Paraiso","16/12/2011 12:31","Bajo (2 - 4 mts)",90,"Grande",-68.8760697154,-32.8682472242,8,"Aeroparque",2203364.73622,0
13878,"Aguaribay","16/12/2011 12:29","Medio (4 - 8 mts)",100,"Grande",-68.8760841275,-32.8683059189,8,"Aeroparque",2203364.73622,0
13880,"Aguaribay","16/12/2011 12:27","Bajo (2 - 4 mts)",100,"Grande",-68.8761007633,-32.868367569,8,"Aeroparque",2203364.73622,0
13889,"Fresno europeo","19/12/2011 12:20","Bajo (2 - 4 mts)",20,"Chico",-68.8755587063,-32.8664559139,8,"Aeroparque",2203364.73622,0
13891,"Paraiso","19/12/2011 12:18","Bajo (2 - 4 mts)",50,"Mediano",-68.8755823555,-32.8665146649,8,"Aeroparque",2203364.73622,0
