"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"516",1020,"Aguaribay","14/12/2011 11:10","Medio (4 - 8 mts)",100,"Grande",-68.8812516947,-32.8651691074,8,"Aeroparque",2203364.73622,0,"Bajo"
"517",1022,"Aguaribay","14/12/2011 11:08","Medio (4 - 8 mts)",130,"Grande",-68.8813988275,-32.8651408048,8,"Aeroparque",2203364.73622,0,"Medio"
"518",1023,"Aguaribay","14/12/2011 11:07","Medio (4 - 8 mts)",40,"Mediano",-68.8814643818,-32.8651281945,8,"Aeroparque",2203364.73622,0,"Bajo"
"519",1024,"Aguaribay","14/12/2011 11:06","Medio (4 - 8 mts)",40,"Mediano",-68.8815285073,-32.8651158587,8,"Aeroparque",2203364.73622,0,"Bajo"
"520",1025,"Aguaribay","14/12/2011 11:04","Medio (4 - 8 mts)",115,"Grande",-68.8815911461,-32.8651038082,8,"Aeroparque",2203364.73622,0,"Bajo"
"521",1026,"Aguaribay","14/12/2011 11:03","Medio (4 - 8 mts)",120,"Grande",-68.8816496779,-32.8650925491,8,"Aeroparque",2203364.73622,0,"Bajo"
"522",1027,"Aguaribay","14/12/2011 11:03","Muy bajo (1 - 2 mts)",18,"Chico",-68.8817244904,-32.8650781585,8,"Aeroparque",2203364.73622,0,"Bajo"
"523",1030,"Aguaribay","14/12/2011 11:00","Bajo (2 - 4 mts)",70,"Grande",-68.8819626399,-32.8650332111,8,"Aeroparque",2203364.73622,0,"Bajo"
"524",1031,"Aguaribay","14/12/2011 10:58","Bajo (2 - 4 mts)",45,"Mediano",-68.8820348868,-32.8650197448,8,"Aeroparque",2203364.73622,0,"Bajo"
"525",1032,"Aguaribay","14/12/2011 10:57","Bajo (2 - 4 mts)",80,"Grande",-68.882131035,-32.865001788,8,"Aeroparque",2203364.73622,0,"Bajo"
"526",1033,"Aguaribay","14/12/2011 10:50","Medio (4 - 8 mts)",110,"Grande",-68.8821961234,-32.8649890615,8,"Aeroparque",2203364.73622,0,"Bajo"
"527",1034,"Aguaribay","14/12/2011 10:49","Bajo (2 - 4 mts)",60,"Mediano",-68.8822605771,-32.8649763992,8,"Aeroparque",2203364.73622,0,"Bajo"
"528",1035,"Aguaribay","14/12/2011 10:48","Bajo (2 - 4 mts)",60,"Mediano",-68.8823263346,-32.8649634794,8,"Aeroparque",2203364.73622,0,"Bajo"
"529",1036,"Aguaribay","14/12/2011 10:47","Medio (4 - 8 mts)",120,"Grande",-68.8823897088,-32.8649510288,8,"Aeroparque",2203364.73622,0,"Bajo"
"530",1037,"Aguaribay","14/12/2011 10:44","Bajo (2 - 4 mts)",36,"Mediano",-68.8824498492,-32.8649392127,8,"Aeroparque",2203364.73622,0,"Bajo"
"531",1039,"Aguaribay","14/12/2011 10:44","Bajo (2 - 4 mts)",80,"Grande",-68.8825725916,-32.8649178559,8,"Aeroparque",2203364.73622,0,"Bajo"
"532",1040,"Aguaribay","14/12/2011 10:43","Medio (4 - 8 mts)",100,"Grande",-68.882629535,-32.8649061729,8,"Aeroparque",2203364.73622,0,"Bajo"
"533",1041,"Aguaribay","13/12/2011 12:44","Medio (4 - 8 mts)",100,"Grande",-68.8827121699,-32.8648903562,8,"Aeroparque",2203364.73622,0,"Bajo"
"534",1042,"Paraiso sombrilla","14/12/2011 17:10","Bajo (2 - 4 mts)",44,"Mediano",-68.8810752489,-32.8676080036,8,"Aeroparque",2203364.73622,0,"Bajo"
"535",1044,"Aguaribay","15/12/2011 18:25","Bajo (2 - 4 mts)",80,"Grande",-68.88131227,-32.8679647266,8,"Aeroparque",2203364.73622,0,"Bajo"
"536",1056,"Aguaribay","15/12/2011 18:05","Muy bajo (1 - 2 mts)",20,"Chico",-68.8822589749,-32.8677777178,8,"Aeroparque",2203364.73622,0,"Bajo"
"537",1059,"Acacia SP","05/12/2011 13:03","Alto (> 8 mts)",75,"Grande",-68.8772617519,-32.8691746486,8,"Aeroparque",2203364.73622,0,"Bajo"
"538",1061,"Paraiso","05/12/2011 12:58","Medio (4 - 8 mts)",85,"Grande",-68.8772494788,-32.8691292858,8,"Aeroparque",2203364.73622,1,"Bajo"
"539",1063,"Morera","05/12/2011 12:55","Medio (4 - 8 mts)",45,"Mediano",-68.8772319883,-32.869064581,8,"Aeroparque",2203364.73622,0,"Bajo"
"540",1065,"Morera","05/12/2011 12:53","Muy bajo (1 - 2 mts)",2,"Chico",-68.8772175488,-32.8690111414,8,"Aeroparque",2203364.73622,0,"Bajo"
"541",1068,"Aguaribay","14/12/2011 13:38","Medio (4 - 8 mts)",80,"Grande",-68.8800134795,-32.8682045017,8,"Aeroparque",2203364.73622,1,"Bajo"
"542",1071,"Aguaribay","14/12/2011 13:33","Bajo (2 - 4 mts)",130,"Grande",-68.8802367208,-32.8681655532,8,"Aeroparque",2203364.73622,0,"Medio"
"543",1073,"Aguaribay","14/12/2011 13:30","Bajo (2 - 4 mts)",60,"Mediano",-68.8805052758,-32.8681057517,8,"Aeroparque",2203364.73622,0,"Bajo"
"544",1074,"Aguaribay","14/12/2011 13:28","Bajo (2 - 4 mts)",70,"Grande",-68.8805559208,-32.8680964216,8,"Aeroparque",2203364.73622,0,"Bajo"
"545",1075,"Aguaribay","14/12/2011 09:54","Muy bajo (1 - 2 mts)",5,"Chico",-68.8806018866,-32.8680865919,8,"Aeroparque",2203364.73622,0,"Bajo"
"546",1076,"Acacia SP","14/12/2011 09:52","Muy bajo (1 - 2 mts)",14,"Chico",-68.8806667387,-32.868076608,8,"Aeroparque",2203364.73622,0,"Bajo"
"547",1077,"Prunas","14/12/2011 09:51","Muy bajo (1 - 2 mts)",8,"Chico",-68.8807104245,-32.8680690429,8,"Aeroparque",2203364.73622,0,"Bajo"
"548",1080,"Caducifolio","14/12/2011 09:34","Bajo (2 - 4 mts)",36,"Mediano",-68.8808770992,-32.8680367714,8,"Aeroparque",2203364.73622,0,"Bajo"
"549",1081,"Aguaribay","14/12/2011 09:33","Medio (4 - 8 mts)",140,"Grande",-68.8809302847,-32.8680260107,8,"Aeroparque",2203364.73622,0,"Medio"
"550",1083,"Fresno europeo","14/12/2011 09:28","Bajo (2 - 4 mts)",8,"Chico",-68.881049699,-32.8679432125,8,"Aeroparque",2203364.73622,0,"Bajo"
"551",1084,"Aguaribay","14/12/2011 09:17","Bajo (2 - 4 mts)",22,"Mediano",-68.8810356572,-32.8678992505,8,"Aeroparque",2203364.73622,0,"Bajo"
"552",1085,"Caducifolio","14/12/2011 09:11","Muy bajo (1 - 2 mts)",16,"Chico",-68.8810216375,-32.8678387443,8,"Aeroparque",2203364.73622,0,"Bajo"
"553",1086,"Fresno americano","13/12/2011 18:52","Bajo (2 - 4 mts)",14,"Chico",-68.8810057603,-32.8677921954,8,"Aeroparque",2203364.73622,0,"Bajo"
"554",1087,"Caducifolio","13/12/2011 18:50","Bajo (2 - 4 mts)",34,"Mediano",-68.8809911039,-32.867749267,8,"Aeroparque",2203364.73622,0,"Bajo"
"555",1088,"Perenne","13/12/2011 18:43","Bajo (2 - 4 mts)",120,"Grande",-68.8809460904,-32.8676231023,8,"Aeroparque",2203364.73622,0,"Bajo"
"556",1090,"Aguaribay","13/12/2011 18:39","Medio (4 - 8 mts)",100,"Grande",-68.88091613,-32.8675253237,8,"Aeroparque",2203364.73622,0,"Bajo"
"557",1091,"Paraiso sombrilla","13/12/2011 18:36","Bajo (2 - 4 mts)",28,"Mediano",-68.8808442976,-32.8674717379,8,"Aeroparque",2203364.73622,0,"Bajo"
"558",1092,"Paraiso sombrilla","13/12/2011 18:34","Bajo (2 - 4 mts)",24,"Mediano",-68.8807957673,-32.8674803966,8,"Aeroparque",2203364.73622,0,"Bajo"
"559",1095,"Paraiso sombrilla","13/12/2011 18:27","Muy bajo (1 - 2 mts)",16,"Chico",-68.8804121803,-32.8675565357,8,"Aeroparque",2203364.73622,0,"Bajo"
"560",1097,"Liquidambar","13/12/2011 18:05","Bajo (2 - 4 mts)",38,"Mediano",-68.8802114088,-32.8675918082,8,"Aeroparque",2203364.73622,0,"Bajo"
"561",1098,"Liquidambar","13/12/2011 18:04","Bajo (2 - 4 mts)",34,"Mediano",-68.8801244862,-32.8676046589,8,"Aeroparque",2203364.73622,0,"Bajo"
"562",1100,"Paraiso sombrilla","13/12/2011 17:38","Bajo (2 - 4 mts)",42,"Mediano",-68.8798847859,-32.8676488979,8,"Aeroparque",2203364.73622,0,"Bajo"
"563",1101,"Paraiso sombrilla","13/12/2011 17:34","Bajo (2 - 4 mts)",18,"Chico",-68.8798344246,-32.867657898,8,"Aeroparque",2203364.73622,0,"Bajo"
"564",1102,"Aguaribay","13/12/2011 17:32","Medio (4 - 8 mts)",86,"Grande",-68.8797914944,-32.8676662101,8,"Aeroparque",2203364.73622,0,"Bajo"
"565",1103,"Aguaribay","13/12/2011 17:30","Medio (4 - 8 mts)",104,"Grande",-68.8797370048,-32.8676759032,8,"Aeroparque",2203364.73622,0,"Bajo"
"566",1107,"Fresno europeo","13/12/2011 17:18","Bajo (2 - 4 mts)",16,"Chico",-68.8797052455,-32.8678091198,8,"Aeroparque",2203364.73622,0,"Bajo"
"567",1116,"Jacarand","01/12/2011 12:35","Medio (4 - 8 mts)",65,"Grande",-68.8762665086,-32.8661301788,8,"Aeroparque",2203364.73622,0,"Bajo"
"568",1117,"Fresno americano","01/12/2011 12:33","Bajo (2 - 4 mts)",16,"Chico",-68.8762367349,-32.8661205219,8,"Aeroparque",2203364.73622,0,"Bajo"
"569",1119,"Prunas","01/12/2011 12:30","Bajo (2 - 4 mts)",48,"Mediano",-68.8761650469,-32.8661427193,8,"Aeroparque",2203364.73622,0,"Bajo"
"570",1122,"Fresno europeo","01/12/2011 12:26","Medio (4 - 8 mts)",35,"Mediano",-68.8759892163,-32.8661735373,8,"Aeroparque",2203364.73622,0,"Bajo"
"571",1123,"Acer","01/12/2011 12:25","Medio (4 - 8 mts)",80,"Grande",-68.8759027329,-32.8661899174,8,"Aeroparque",2203364.73622,0,"Bajo"
"572",1125,"Morera","01/12/2011 08:19","Alto (> 8 mts)",138,"Grande",-68.8757942053,-32.8666739002,8,"Aeroparque",2203364.73622,0,"Medio"
"573",1126,"Acer","01/12/2011 08:16","Alto (> 8 mts)",100,"Grande",-68.8758148771,-32.8667517424,8,"Aeroparque",2203364.73622,0,"Bajo"
"574",1127,"Morera","01/12/2011 08:14","Alto (> 8 mts)",100,"Grande",-68.8758331116,-32.8668205265,8,"Aeroparque",2203364.73622,0,"Bajo"
"575",1130,"Acacia SP","01/12/2011 08:12","Medio (4 - 8 mts)",60,"Mediano",-68.8758707171,-32.8669399032,8,"Aeroparque",2203364.73622,0,"Bajo"
"576",1131,"Morera","01/12/2011 08:11","Alto (> 8 mts)",110,"Grande",-68.8758791671,-32.8669709308,8,"Aeroparque",2203364.73622,0,"Bajo"
"577",1132,"Morera","01/12/2011 08:09","Alto (> 8 mts)",108,"Grande",-68.8759001798,-32.8670564216,8,"Aeroparque",2203364.73622,0,"Bajo"
"578",1135,"Morera","01/12/2011 08:01","Alto (> 8 mts)",85,"Grande",-68.8759708108,-32.8673252401,8,"Aeroparque",2203364.73622,0,"Bajo"
"579",1136,"Fresno americano","01/12/2011 08:00","Muy bajo (1 - 2 mts)",12,"Chico",-68.8759798327,-32.8673583701,8,"Aeroparque",2203364.73622,0,"Bajo"
"580",1138,"Paraiso","30/11/2011 11:07","Medio (4 - 8 mts)",75,"Grande",-68.8760013142,-32.8674372609,8,"Aeroparque",2203364.73622,0,"Bajo"
"581",1139,"Prunas","30/11/2011 10:10","Medio (4 - 8 mts)",18,"Chico",-68.8765929012,-32.8666173879,8,"Aeroparque",2203364.73622,0,"Bajo"
"582",1140,"Morera","02/12/2011 10:55","Medio (4 - 8 mts)",23,"Mediano",-68.8761343597,-32.8679145581,8,"Aeroparque",2203364.73622,0,"Bajo"
"583",1141,"Caducifolio","02/12/2011 07:33","Bajo (2 - 4 mts)",45,"Mediano",-68.8770724236,-32.8684422015,8,"Aeroparque",2203364.73622,1,"Bajo"
"584",1142,"Perenne","02/12/2011 07:31","Medio (4 - 8 mts)",110,"Grande",-68.8770506222,-32.868360371,8,"Aeroparque",2203364.73622,0,"Bajo"
"585",1144,"Morera","01/12/2011 13:23","Alto (> 8 mts)",135,"Grande",-68.877035257,-32.8683027403,8,"Aeroparque",2203364.73622,0,"Medio"
"586",1147,"Olmo comun","01/12/2011 13:20","Alto (> 8 mts)",98,"Grande",-68.8770043747,-32.8681869413,8,"Aeroparque",2203364.73622,0,"Bajo"
"587",1153,"Morera","01/12/2011 13:09","Alto (> 8 mts)",95,"Grande",-68.8769370791,-32.8679349902,8,"Aeroparque",2203364.73622,0,"Bajo"
"588",1154,"Fresno europeo","01/12/2011 13:08","Alto (> 8 mts)",70,"Grande",-68.8769253335,-32.8678908857,8,"Aeroparque",2203364.73622,0,"Bajo"
"589",1155,"Perenne","01/12/2011 13:06","Medio (4 - 8 mts)",40,"Mediano",-68.8769208192,-32.8678739186,8,"Aeroparque",2203364.73622,0,"Bajo"
"590",1157,"Jacarand","29/11/2011 12:14","Alto (> 8 mts)",95,"Grande",-68.875389387,-32.8651880084,8,"Aeroparque",2203364.73622,0,"Bajo"
"591",1159,"Fresno americano","29/11/2011 12:12","Medio (4 - 8 mts)",53,"Mediano",-68.8753499728,-32.8650495805,8,"Aeroparque",2203364.73622,1,"Bajo"
"592",1160,"Fresno americano","29/11/2011 12:11","Medio (4 - 8 mts)",30,"Mediano",-68.8753443846,-32.8649986733,8,"Aeroparque",2203364.73622,0,"Bajo"
"593",1162,"Tipa","29/11/2011 12:09","Bajo (2 - 4 mts)",28,"Mediano",-68.8755657827,-32.864911963,8,"Aeroparque",2203364.73622,0,"Bajo"
"594",1163,"Tipa","29/11/2011 12:08","Bajo (2 - 4 mts)",32,"Mediano",-68.8756679566,-32.8648911696,8,"Aeroparque",2203364.73622,0,"Bajo"
"595",1165,"Morera","29/11/2011 09:45","Bajo (2 - 4 mts)",20,"Chico",-68.8757721454,-32.8648735268,8,"Aeroparque",2203364.73622,0,"Bajo"
"596",1172,"Paraiso","29/11/2011 11:54","Muy bajo (1 - 2 mts)",3,"Chico",-68.8760082046,-32.8648306591,8,"Aeroparque",2203364.73622,0,"Bajo"
"597",1176,"Morera","29/11/2011 10:10","Medio (4 - 8 mts)",30,"Mediano",-68.876151164,-32.8649846813,8,"Aeroparque",2203364.73622,0,"Bajo"
"598",1178,"Conifera","29/11/2011 10:07","Bajo (2 - 4 mts)",14,"Chico",-68.8761616545,-32.8650250147,8,"Aeroparque",2203364.73622,0,"Bajo"
"599",1179,"Conifera","29/11/2011 10:04","Medio (4 - 8 mts)",22,"Mediano",-68.8761668288,-32.8650442971,8,"Aeroparque",2203364.73622,0,"Bajo"
"600",1180,"Conifera","29/11/2011 10:03","Medio (4 - 8 mts)",28,"Mediano",-68.8761718894,-32.8650631548,8,"Aeroparque",2203364.73622,0,"Bajo"
"601",1182,"Conifera","29/11/2011 10:01","Medio (4 - 8 mts)",28,"Mediano",-68.8761842265,-32.8651062239,8,"Aeroparque",2203364.73622,0,"Bajo"
"602",1184,"Prunas","29/11/2011 09:57","Bajo (2 - 4 mts)",6,"Chico",-68.8761950014,-32.8651494231,8,"Aeroparque",2203364.73622,0,"Bajo"
"603",1189,"Morera","29/11/2011 09:48","Alto (> 8 mts)",78,"Grande",-68.8762689954,-32.8654265765,8,"Aeroparque",2203364.73622,0,"Bajo"
"604",1190,"Morera","29/11/2011 09:47","Bajo (2 - 4 mts)",18,"Chico",-68.8762795725,-32.8654660659,8,"Aeroparque",2203364.73622,0,"Bajo"
"605",1191,"Morera","29/11/2011 09:46","Bajo (2 - 4 mts)",18,"Chico",-68.8763111841,-32.8655840119,8,"Aeroparque",2203364.73622,0,"Bajo"
"606",1192,"Morera","29/11/2011 09:45","Bajo (2 - 4 mts)",20,"Chico",-68.8763187393,-32.8656122244,8,"Aeroparque",2203364.73622,0,"Bajo"
"607",1197,"Paraiso","01/12/2011 07:54","Medio (4 - 8 mts)",95,"Grande",-68.8762567827,-32.8659700975,8,"Aeroparque",2203364.73622,0,"Bajo"
"608",1198,"Fresno europeo","30/11/2011 11:58","Bajo (2 - 4 mts)",18,"Chico",-68.8755182868,-32.8656277638,8,"Aeroparque",2203364.73622,1,"Bajo"
"609",1199,"Fresno americano","06/12/2011 09:48","Medio (4 - 8 mts)",80,"Grande",-68.8770466848,-32.8678920104,8,"Aeroparque",2203364.73622,0,"Bajo"
"610",1200,"Aguaribay","06/12/2011 09:47","Bajo (2 - 4 mts)",48,"Mediano",-68.8770304385,-32.8678310985,8,"Aeroparque",2203364.73622,0,"Bajo"
"611",1201,"Paraiso","29/11/2011 11:21","Alto (> 8 mts)",130,"Grande",-68.8772046984,-32.8653960112,8,"Aeroparque",2203364.73622,0,"Medio"
"612",1206,"Acer","29/11/2011 12:25","Bajo (2 - 4 mts)",20,"Chico",-68.8772815647,-32.8656853353,8,"Aeroparque",2203364.73622,0,"Bajo"
"613",1207,"Fresno americano","29/11/2011 12:25","Bajo (2 - 4 mts)",37,"Mediano",-68.8772964336,-32.8657206891,8,"Aeroparque",2203364.73622,0,"Bajo"
"614",1208,"Tilo","29/11/2011 12:24","Medio (4 - 8 mts)",40,"Mediano",-68.8772412006,-32.8657897724,8,"Aeroparque",2203364.73622,0,"Bajo"
"615",1210,"Acer","29/11/2011 12:21","Bajo (2 - 4 mts)",40,"Mediano",-68.8770786316,-32.8658213074,8,"Aeroparque",2203364.73622,0,"Bajo"
"616",1211,"Paraiso sombrilla","29/11/2011 12:54","Bajo (2 - 4 mts)",70,"Grande",-68.8762385632,-32.8648842071,8,"Aeroparque",2203364.73622,0,"Bajo"
"617",1212,"Paraiso sombrilla","29/11/2011 12:53","Medio (4 - 8 mts)",110,"Grande",-68.8762293036,-32.8648554294,8,"Aeroparque",2203364.73622,0,"Bajo"
"618",1213,"Paraiso sombrilla","29/11/2011 12:28","Medio (4 - 8 mts)",65,"Grande",-68.8762580158,-32.8647843879,8,"Aeroparque",2203364.73622,0,"Bajo"
"619",1214,"Paraiso sombrilla","29/11/2011 12:27","Medio (4 - 8 mts)",80,"Grande",-68.8763272213,-32.86477337,8,"Aeroparque",2203364.73622,0,"Bajo"
"620",1216,"Morera","29/11/2011 12:23","Bajo (2 - 4 mts)",40,"Mediano",-68.8765550163,-32.8647339997,8,"Aeroparque",2203364.73622,0,"Bajo"
"621",1217,"Caducifolio","29/11/2011 12:19","Muy bajo (1 - 2 mts)",4,"Chico",-68.8767214834,-32.8647031582,8,"Aeroparque",2203364.73622,0,"Bajo"
"622",1219,"Paraiso sombrilla","29/11/2011 12:12","Medio (4 - 8 mts)",100,"Grande",-68.8769784443,-32.8646704108,8,"Aeroparque",2203364.73622,0,"Bajo"
"623",1220,"Jacarand","29/11/2011 12:08","Muy bajo (1 - 2 mts)",3,"Chico",-68.8770196599,-32.8647028917,8,"Aeroparque",2203364.73622,0,"Bajo"
"624",1222,"Fresno europeo","29/11/2011 12:03","Muy bajo (1 - 2 mts)",10,"Chico",-68.8770685609,-32.8648854483,8,"Aeroparque",2203364.73622,0,"Bajo"
"625",1226,"Paraiso","29/11/2011 10:49","Medio (4 - 8 mts)",30,"Mediano",-68.876727025,-32.8658811189,8,"Aeroparque",2203364.73622,0,"Bajo"
"626",1228,"Jacarand","29/11/2011 09:26","Medio (4 - 8 mts)",98,"Grande",-68.8766399364,-32.8658996765,8,"Aeroparque",2203364.73622,0,"Bajo"
"627",1235,"Jacarand","29/11/2011 13:26","Alto (> 8 mts)",95,"Grande",-68.8764041915,-32.8654992128,8,"Aeroparque",2203364.73622,1,"Bajo"
"628",1238,"Jacarand","29/11/2011 13:18","Alto (> 8 mts)",90,"Grande",-68.876386435,-32.8654323643,8,"Aeroparque",2203364.73622,0,"Bajo"
"629",1239,"Fresno americano","29/11/2011 13:15","Bajo (2 - 4 mts)",40,"Mediano",-68.8763779455,-32.8654005648,8,"Aeroparque",2203364.73622,0,"Bajo"
"630",1240,"Fresno americano","29/11/2011 13:14","Bajo (2 - 4 mts)",60,"Mediano",-68.876365654,-32.8653545418,8,"Aeroparque",2203364.73622,0,"Bajo"
"631",1241,"Paraiso sombrilla","29/11/2011 13:08","Medio (4 - 8 mts)",110,"Grande",-68.8763341253,-32.8652485263,8,"Aeroparque",2203364.73622,0,"Bajo"
"632",1243,"Acacia SP","07/12/2011 10:37","Alto (> 8 mts)",60,"Mediano",-68.8774369233,-32.8662902088,8,"Aeroparque",2203364.73622,0,"Bajo"
"633",1244,"Caducifolio","07/12/2011 10:34","Medio (4 - 8 mts)",75,"Grande",-68.8774494273,-32.8663368414,8,"Aeroparque",2203364.73622,0,"Bajo"
"634",1245,"Paraiso","07/12/2011 10:31","Medio (4 - 8 mts)",130,"Grande",-68.8774595652,-32.8663745395,8,"Aeroparque",2203364.73622,1,"Medio"
"635",1246,"Paraiso","07/12/2011 10:29","Alto (> 8 mts)",170,"Grande",-68.8774709988,-32.8664170936,8,"Aeroparque",2203364.73622,0,"Medio"
"636",1248,"Paraiso sombrilla","07/12/2011 10:21","Bajo (2 - 4 mts)",50,"Mediano",-68.8775052633,-32.8665450209,8,"Aeroparque",2203364.73622,0,"Bajo"
"637",1249,"Paraiso","07/12/2011 10:18","Medio (4 - 8 mts)",70,"Grande",-68.8775170146,-32.866588917,8,"Aeroparque",2203364.73622,0,"Bajo"
"638",1251,"Paraiso","30/11/2011 11:45","Medio (4 - 8 mts)",40,"Mediano",-68.8767173189,-32.8666890952,8,"Aeroparque",2203364.73622,0,"Bajo"
"639",1254,"Fresno europeo","05/12/2011 11:52","Bajo (2 - 4 mts)",20,"Chico",-68.8791768777,-32.8692400373,8,"Aeroparque",2203364.73622,0,"Bajo"
"640",1255,"Acer","05/12/2011 11:50","Medio (4 - 8 mts)",70,"Grande",-68.8791641131,-32.8691923957,8,"Aeroparque",2203364.73622,0,"Bajo"
"641",1258,"Paraiso sombrilla","05/12/2011 11:38","Medio (4 - 8 mts)",80,"Grande",-68.8791289992,-32.8690611723,8,"Aeroparque",2203364.73622,0,"Bajo"
"642",1259,"Fresno europeo","05/12/2011 11:33","Muy bajo (1 - 2 mts)",19,"Chico",-68.8791172307,-32.8690173313,8,"Aeroparque",2203364.73622,0,"Bajo"
"643",1264,"Morera","05/12/2011 11:29","Medio (4 - 8 mts)",100,"Grande",-68.8790618145,-32.8688100421,8,"Aeroparque",2203364.73622,0,"Bajo"
"644",1268,"Paraiso sombrilla","05/12/2011 11:26","Bajo (2 - 4 mts)",46,"Mediano",-68.8789388268,-32.8685527894,8,"Aeroparque",2203364.73622,0,"Bajo"
"645",1270,"Palo borracho","05/12/2011 11:24","Bajo (2 - 4 mts)",90,"Grande",-68.8788154966,-32.8685753738,8,"Aeroparque",2203364.73622,0,"Bajo"
"646",1273,"Paraiso","05/12/2011 11:21","Bajo (2 - 4 mts)",46,"Mediano",-68.8786197868,-32.8686113664,8,"Aeroparque",2203364.73622,0,"Bajo"
"647",1274,"Morera","05/12/2011 11:20","Medio (4 - 8 mts)",48,"Mediano",-68.8785763597,-32.8686193232,8,"Aeroparque",2203364.73622,0,"Bajo"
"648",1276,"Acacia SP","05/12/2011 11:18","Bajo (2 - 4 mts)",40,"Mediano",-68.8785008073,-32.8686331954,8,"Aeroparque",2203364.73622,0,"Bajo"
"649",1277,"Aguaribay","05/12/2011 11:17","Bajo (2 - 4 mts)",30,"Mediano",-68.8784625389,-32.8686402221,8,"Aeroparque",2203364.73622,0,"Bajo"
"650",1282,"Morera","02/12/2011 09:54","Medio (4 - 8 mts)",68,"Grande",-68.8787820599,-32.8677963155,8,"Aeroparque",2203364.73622,0,"Bajo"
"651",1283,"Acacia SP","02/12/2011 09:55","Bajo (2 - 4 mts)",56,"Mediano",-68.8787724424,-32.8677603448,8,"Aeroparque",2203364.73622,0,"Bajo"
"652",1286,"Prunas","30/11/2011 18:28","Muy bajo (1 - 2 mts)",4,"Chico",-68.8779953315,-32.8700622544,8,"Aeroparque",2203364.73622,0,"Bajo"
"653",1287,"Liquidambar","30/11/2011 18:26","Bajo (2 - 4 mts)",14,"Chico",-68.8778981291,-32.8700831105,8,"Aeroparque",2203364.73622,0,"Bajo"
"654",1288,"Morera","30/11/2011 18:25","Medio (4 - 8 mts)",60,"Mediano",-68.8777775401,-32.8701082573,8,"Aeroparque",2203364.73622,0,"Bajo"
"655",1289,"Paraiso sombrilla","30/11/2011 18:21","Bajo (2 - 4 mts)",26,"Mediano",-68.8776153998,-32.8700655812,8,"Aeroparque",2203364.73622,0,"Bajo"
"656",1290,"Morera","30/11/2011 18:04","Bajo (2 - 4 mts)",60,"Mediano",-68.8774757101,-32.86949197,8,"Aeroparque",2203364.73622,0,"Bajo"
"657",1292,"Olmo bola","30/11/2011 17:57","Bajo (2 - 4 mts)",44,"Mediano",-68.8774551813,-32.8694127044,8,"Aeroparque",2203364.73622,0,"Bajo"
"658",1293,"Paraiso","30/11/2011 17:55","Muy bajo (1 - 2 mts)",5,"Chico",-68.8774504496,-32.8693944351,8,"Aeroparque",2203364.73622,0,"Bajo"
"659",1295,"Paraiso","30/11/2011 17:51","Bajo (2 - 4 mts)",16,"Chico",-68.8774409387,-32.8693542652,8,"Aeroparque",2203364.73622,0,"Bajo"
"660",1296,"Morera","30/11/2011 17:49","Medio (4 - 8 mts)",66,"Grande",-68.8774323813,-32.8693247209,8,"Aeroparque",2203364.73622,0,"Bajo"
"661",1297,"Morera","30/11/2011 17:44","Bajo (2 - 4 mts)",36,"Mediano",-68.8774225543,-32.86928684,8,"Aeroparque",2203364.73622,0,"Bajo"
"662",1298,"Morera","30/11/2011 17:40","Bajo (2 - 4 mts)",44,"Mediano",-68.8774078948,-32.8692347501,8,"Aeroparque",2203364.73622,0,"Bajo"
"663",1299,"Morera","30/11/2011 17:36","Medio (4 - 8 mts)",70,"Grande",-68.8773976504,-32.8691981177,8,"Aeroparque",2203364.73622,0,"Bajo"
"664",1300,"Morera","30/11/2011 17:36","Medio (4 - 8 mts)",70,"Grande",-68.8773836927,-32.8691485351,8,"Aeroparque",2203364.73622,0,"Bajo"
"665",1302,"Paraiso sombrilla","30/11/2011 12:19","Bajo (2 - 4 mts)",70,"Grande",-68.8783420068,-32.8661713209,8,"Aeroparque",2203364.73622,0,"Bajo"
"666",1305,"Paraiso sombrilla","30/11/2011 12:23","Bajo (2 - 4 mts)",66,"Grande",-68.8783763159,-32.8662931994,8,"Aeroparque",2203364.73622,0,"Bajo"
"667",1308,"Paraiso sombrilla","01/12/2011 11:38","Bajo (2 - 4 mts)",65,"Grande",-68.8784993848,-32.8667326368,8,"Aeroparque",2203364.73622,0,"Bajo"
"668",1309,"Paraiso sombrilla","01/12/2011 12:24","Muy bajo (1 - 2 mts)",18,"Chico",-68.8785139486,-32.8667868663,8,"Aeroparque",2203364.73622,0,"Bajo"
"669",1310,"Paraiso sombrilla","01/12/2011 12:25","Muy bajo (1 - 2 mts)",22,"Mediano",-68.8785243452,-32.8668256294,8,"Aeroparque",2203364.73622,0,"Bajo"
"670",1313,"Ligustro","01/12/2011 13:02","Muy bajo (1 - 2 mts)",12,"Chico",-68.8775952142,-32.866437359,8,"Aeroparque",2203364.73622,0,"Bajo"
"671",1314,"Aguaribay","30/11/2011 11:21","Medio (4 - 8 mts)",68,"Grande",-68.8772304427,-32.8646001007,8,"Aeroparque",2203364.73622,0,"Bajo"
"672",1315,"Aguaribay","30/11/2011 11:21","Medio (4 - 8 mts)",150,"Grande",-68.8772965563,-32.8645872172,8,"Aeroparque",2203364.73622,0,"Medio"
